inventoryId,sourcePath,sourceFileName,sourceExtension,sourceBucket,sourceType,trackedStatus,probableEventKey,probableAgency,probableYear,probableAircraftOrOperation,sourceQuality,eventTypeHypothesis,escapePointClarity,actorClarity,multiActorPotential,negativeControlPotential,likelyCoverageP,likelyCoverageO,likelyCoverageA,evidenceGaps,status,notes
A4R178-INV-0001,docs/sera-vnext/SERA_ENGINE_VNEXT_A4R106_NODE_EVIDENCE_MATRIX_A4R107_v0.2.0.md,SERA_ENGINE_VNEXT_A4R106_NODE_EVIDENCE_MATRIX_A4R107_v0.2.0.md,md,TRACKER_OR_INDEX,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,SERA-ENGINE-VNEXT-A4R106-NODE-EVIDENCE-MATRIX-A4R107-V0-2-0,UNKNOWN,UNKNOWN,UNKNOWN,LOW,TRACKER_OR_MATRIX,NOT_ASSESSED,NOT_ASSESSED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_SOURCE_REVIEW,NEEDS_SOURCE_ENRICHMENT,structural inventory only; no final SERA classification
A4R178-INV-0207,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/AIR-CANADA-624-TSB-A15H0002.txt,AIR-CANADA-624-TSB-A15H0002.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,AIR-CANADA-624-TSB-A15H0002,TSB,UNKNOWN,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0208,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/AMERICAN-1420-NTSB-AAR0102.txt,AMERICAN-1420-NTSB-AAR0102.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,AMERICAN-1420-NTSB-AAR0102,NTSB,UNKNOWN,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0209,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/AMERICAN-965-CALI-ACCIDENT-REPORT.txt,AMERICAN-965-CALI-ACCIDENT-REPORT.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,AMERICAN-965-CALI-ACCIDENT-REPORT,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0210,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/ASIANA-214-NTSB-AAR1401.txt,ASIANA-214-NTSB-AAR1401.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,ASIANA-214-NTSB-AAR1401,NTSB,UNKNOWN,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0211,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/COMAIR-5191-NTSB-AAR0705.txt,COMAIR-5191-NTSB-AAR0705.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,COMAIR-5191-NTSB-AAR0705,NTSB,UNKNOWN,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0212,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/FIRST-AIR-6560-TSB-A11H0002.txt,FIRST-AIR-6560-TSB-A11H0002.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,FIRST-AIR-6560-TSB-A11H0002,TSB,UNKNOWN,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0213,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/G-BLUN-OFFSHORE-AAIB-AAR-7-2008.txt,G-BLUN-OFFSHORE-AAIB-AAR-7-2008.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,G-BLUN-OFFSHORE-AAIB-AAR-7-2008,AAIB,2008,OFFSHORE,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0214,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/KEGWORTH-GOBME-AAIB-4-1990.txt,KEGWORTH-GOBME-AAIB-4-1990.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,KEGWORTH-GOBME-AAIB-4-1990,AAIB,1990,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0215,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/KOREAN-801-NTSB-AAR0001.txt,KOREAN-801-NTSB-AAR0001.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,KOREAN-801-NTSB-AAR0001,NTSB,UNKNOWN,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0216,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/UPS-1354-NTSB-AAR1402.txt,UPS-1354-NTSB-AAR1402.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,UPS-1354-NTSB-AAR1402,NTSB,UNKNOWN,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0217,docs/sera-vnext/source-corpus/official-reports/a4r106/ASIANA-214-NTSB-AAR1401.pdf,ASIANA-214-NTSB-AAR1401.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,ASIANA-214-NTSB-AAR1401,NTSB,UNKNOWN,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0218,docs/sera-vnext/source-corpus/official-reports/a4r106/COMAIR-5191-NTSB-AAR0705.pdf,COMAIR-5191-NTSB-AAR0705.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,COMAIR-5191-NTSB-AAR0705,NTSB,UNKNOWN,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0219,docs/sera-vnext/source-corpus/official-reports/a4r106/KOREAN-801-NTSB-AAR0001.pdf,KOREAN-801-NTSB-AAR0001.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,KOREAN-801-NTSB-AAR0001,NTSB,UNKNOWN,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0220,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/10__2007__TSB-Canada__Airbus-A340-313__Runway-Overrun-and-Fire-Air-France-Flight-35.html,10__2007__TSB-Canada__Airbus-A340-313__Runway-Overrun-and-Fire-Air-France-Flight-35.html,html,SOURCE_CORPUS_OFFICIAL_REPORT,HTML_SOURCE_PAGE,UNKNOWN,TSB-CANADA-AIRBUS-A340-313,TSB,UNKNOWN,Airbus-A340-313,UNKNOWN,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NEEDS_SOURCE_REVIEW,NEEDS_SOURCE_ENRICHMENT,structural inventory only; no final SERA classification
A4R178-INV-0221,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/11__2003__TSB-Canada__MD-11__Air-Transportation-Safety-Investigation-Repor.pdf,11__2003__TSB-Canada__MD-11__Air-Transportation-Safety-Investigation-Repor.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,TSB-CANADA-MD-11,TSB,UNKNOWN,MD-11,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0222,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/13__1990__AAIB-UK__Boeing-737-400__Aircraft-Accident-Report-4-1990-Boeing-737.html,13__1990__AAIB-UK__Boeing-737-400__Aircraft-Accident-Report-4-1990-Boeing-737.html,html,SOURCE_CORPUS_OFFICIAL_REPORT,HTML_SOURCE_PAGE,UNKNOWN,AAIB-UK-BOEING-737-400,AAIB,1990,Boeing-737-400,UNKNOWN,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NEEDS_SOURCE_REVIEW,NEEDS_SOURCE_ENRICHMENT,structural inventory only; no final SERA classification
A4R178-INV-0223,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/14__2015__AAIB-UK__Eurocopter-EC135-T2__Aircraft-Accident-Report-AAR-3-2015-Eurocop.html,14__2015__AAIB-UK__Eurocopter-EC135-T2__Aircraft-Accident-Report-AAR-3-2015-Eurocop.html,html,SOURCE_CORPUS_OFFICIAL_REPORT,HTML_SOURCE_PAGE,UNKNOWN,AAIB-UK-EUROCOPTER-EC135-T2,AAIB,2015,Eurocopter-EC135-T2,UNKNOWN,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NEEDS_SOURCE_REVIEW,NEEDS_SOURCE_ENRICHMENT,structural inventory only; no final SERA classification
A4R178-INV-0224,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/15__2014__AAIB-UK__Eurocopter-EC225-LP__Aircraft-Accident-Report-AAR-2-2014-EC225-L.pdf,15__2014__AAIB-UK__Eurocopter-EC225-LP__Aircraft-Accident-Report-AAR-2-2014-EC225-L.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,AAIB-UK-EUROCOPTER-EC225-LP,AAIB,2014,Eurocopter-EC225-LP,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0225,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/18__2018__AIBN-Norway__Airbus-EC225-LP__Airbus-Helicopters-EC225-LP-LN-OJF-Turøy-Norw.pdf,18__2018__AIBN-Norway__Airbus-EC225-LP__Airbus-Helicopters-EC225-LP-LN-OJF-Turøy-Norw.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,AIBN-NORWAY-AIRBUS-EC225-LP,AIBN,UNKNOWN,Airbus-EC225-LP,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0226,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/19__2021__NTSB-USA__Eurocopter-EC130__Aviation-Investigation-Final-Report-WPR18MA08.pdf,19__2021__NTSB-USA__Eurocopter-EC130__Aviation-Investigation-Final-Report-WPR18MA08.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,NTSB-USA-EUROCOPTER-EC130,NTSB,UNKNOWN,Eurocopter-EC130,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0227,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/1__2010__NTSB-USA__DHC-8-402-Q400__Loss-of-Control-on-Approach-Colgan-Air-Conti.pdf,1__2010__NTSB-USA__DHC-8-402-Q400__Loss-of-Control-on-Approach-Colgan-Air-Conti.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,NTSB-USA-DHC-8-402-Q400,NTSB,UNKNOWN,DHC-8-402-Q400,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,MEDIUM,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0228,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/21__1979__NTSB-USA__McDonnell-Douglas-DC-8-61__Aircraft-Accident-Report-AAR-79-07-United-A.pdf,21__1979__NTSB-USA__McDonnell-Douglas-DC-8-61__Aircraft-Accident-Report-AAR-79-07-United-A.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,NTSB-USA-MCDONNELL-DOUGLAS-DC-8-61,NTSB,UNKNOWN,McDonnell-Douglas-DC-8-61,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0229,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/22__1990__NTSB-USA__DC-10-10__Aircraft-Accident-Report-AAR-90-06-United-A.pdf,22__1990__NTSB-USA__DC-10-10__Aircraft-Accident-Report-AAR-90-06-United-A.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,NTSB-USA-DC-10-10,NTSB,UNKNOWN,DC-10-10,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0230,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/23__1996__NTSB-USA__ATR-72-212__Aircraft-Accident-Report-AAR-96-01-Simmons.pdf,23__1996__NTSB-USA__ATR-72-212__Aircraft-Accident-Report-AAR-96-01-Simmons.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,NTSB-USA-ATR-72-212,NTSB,UNKNOWN,ATR-72-212,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0231,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/24__1996__Aeronautica-Civil-Colombia__Boeing-757-223__Controlled-Flight-Into-Terrain-American-Air.pdf,24__1996__Aeronautica-Civil-Colombia__Boeing-757-223__Controlled-Flight-Into-Terrain-American-Air.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,AERONAUTICA-CIVIL-COLOMBIA-BOEING-757-223,AERONAUTICA-CIVIL,UNKNOWN,Boeing-757-223,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,MEDIUM,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0232,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/28__2008__AAIB-UK__Aerospatiale-SA365N-Dauphin__Aircraft-Accident-Report-7-2008-Aerospatial.html,28__2008__AAIB-UK__Aerospatiale-SA365N-Dauphin__Aircraft-Accident-Report-7-2008-Aerospatial.html,html,SOURCE_CORPUS_OFFICIAL_REPORT,HTML_SOURCE_PAGE,UNKNOWN,AAIB-UK-AEROSPATIALE-SA365N-DAUPHIN,AAIB,2008,UNKNOWN,UNKNOWN,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NEEDS_SOURCE_REVIEW,NEEDS_SOURCE_ENRICHMENT,structural inventory only; no final SERA classification
A4R178-INV-0233,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/29__2005__AAIB-UK__Sikorsky-S-76A__Aircraft-Accident-Report-1-2005-Sikorsky-S.html,29__2005__AAIB-UK__Sikorsky-S-76A__Aircraft-Accident-Report-1-2005-Sikorsky-S.html,html,SOURCE_CORPUS_OFFICIAL_REPORT,HTML_SOURCE_PAGE,UNKNOWN,AAIB-UK-SIKORSKY-S-76A,AAIB,2005,Sikorsky-S-76A,UNKNOWN,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NEEDS_SOURCE_REVIEW,NEEDS_SOURCE_ENRICHMENT,structural inventory only; no final SERA classification
A4R178-INV-0234,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/2__2014__NTSB-USA__Boeing-777-200ER__Descent-Below-Visual-Glidepath-and-Impact-Wit.pdf,2__2014__NTSB-USA__Boeing-777-200ER__Descent-Below-Visual-Glidepath-and-Impact-Wit.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,NTSB-USA-BOEING-777-200ER,NTSB,UNKNOWN,Boeing-777-200ER,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0235,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/30__2004__AAIB-UK__Sikorsky-S-76C__AAIB-Bulletin-Sikorsky-S-76C-G-JCBJ-Heavy-L.pdf,30__2004__AAIB-UK__Sikorsky-S-76C__AAIB-Bulletin-Sikorsky-S-76C-G-JCBJ-Heavy-L.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,AAIB-UK-SIKORSKY-S-76C,AAIB,UNKNOWN,Sikorsky-S-76C,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0236,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/31__2006__NTSB-USA__BAe-Jetstream-3201__Aircraft-Accident-Report-AAR-06-01-Corporat.pdf,31__2006__NTSB-USA__BAe-Jetstream-3201__Aircraft-Accident-Report-AAR-06-01-Corporat.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,NTSB-USA-BAE-JETSTREAM-3201,NTSB,UNKNOWN,UNKNOWN,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0237,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/32__2016__NTSB-USA__Hawker-HS-125-700A__Crash-During-Nonprecision-Instrument-Approach.pdf,32__2016__NTSB-USA__Hawker-HS-125-700A__Crash-During-Nonprecision-Instrument-Approach.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,NTSB-USA-HAWKER-HS-125-700A,NTSB,UNKNOWN,APPROACH,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0238,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/33__2007__NTSB-USA__CRJ-200__Crash-of-Pinnacle-Airlines-Flight-3701-CRJ-20.pdf,33__2007__NTSB-USA__CRJ-200__Crash-of-Pinnacle-Airlines-Flight-3701-CRJ-20.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,NTSB-USA-CRJ-200,NTSB,UNKNOWN,CRJ-200,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0239,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/36__1991__NTSB-USA__Boeing-737-300-Fairchild-Metroliner-SA-227-AC__Aircraft-Accident-Report-AAR-91-08-Runway-C.pdf,36__1991__NTSB-USA__Boeing-737-300-Fairchild-Metroliner-SA-227-AC__Aircraft-Accident-Report-AAR-91-08-Runway-C.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,NTSB-USA-BOEING-737-300-FAIRCHILD-METROLINER-SA-227-AC,NTSB,UNKNOWN,Boeing-737-300-Fairchild-Metroliner-SA-227-AC,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0240,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/37__1982__NTSB-USA__Boeing-737-222__Aircraft-Accident-Report-AAR-82-08-Air-Flor.pdf,37__1982__NTSB-USA__Boeing-737-222__Aircraft-Accident-Report-AAR-82-08-Air-Flor.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,NTSB-USA-BOEING-737-222,NTSB,UNKNOWN,Boeing-737-222,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0241,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool/39__2010__NTSB-USA__Airbus-A320-214__Aircraft-Accident-Report-AAR-10-03-US-Airwa.pdf,39__2010__NTSB-USA__Airbus-A320-214__Aircraft-Accident-Report-AAR-10-03-US-Airwa.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,NTSB-USA-AIRBUS-A320-214,NTSB,UNKNOWN,Airbus-A320-214,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
